Nome,CEP,Endereço,Cidade,Estado,Status
"C. I. A. R. A. SERVICOS E COMERCIO DE MAQUINAS LTD","61605-600","Sem endereço","CAUCAIA","","Pendente"
"CACHACA COLONIAL","60710-430","Sem endereço","FORTALEZA","","Pendente"
"CACHACA MATUTA","58397-000","Sem endereço","AREIA","","Pendente"
"CACHOEIRA DA SERRA","61921-345","Sem endereço","MARACANAÚ","","Pendente"
"CACIQUE PNEUS IND COM LTDA","64001-490","Sem endereço","TERESINA","","Pendente"
"CADERNUS","61905-480","Sem endereço","MARACANAÚ","","Pendente"
"CAEIRA CANTA GALO","62785-000","Sem endereço","ACARAPE","","Pendente"
"CAFE BRASILEIRO ALIMENTOS LTDA.","78088-800","Sem endereço","CUIABÁ","","Pendente"
"CAFE SAO BRAZ","58108-502","Sem endereço","CABEDELO","","Pendente"
"CAFE TRES CORACOES S.A","33170-000","Sem endereço","SANTA LUZIA","","Pendente"
"CAIXA ECONOMICA FEDERAL","70092-900","Sem endereço","BRASÍLIA","","Pendente"
"CAJUINA SAO GERALDO LTDA","63022-115","Sem endereço","JUAZEIRO DO NORTE","","Pendente"
"CAL NORTE NORDESTE S/A","59695-000","Sem endereço","BARAÚNA","","Pendente"
"CALCADOS PETROPOLIS","62620-000","Sem endereço","IRAUÇUBA","","Pendente"
"CALCADOS VIA FASHION","63020-600","Sem endereço","JUAZEIRO DO NORTE","","Pendente"
"CALCARIO DO BRASIL S A","62930-000","Sem endereço","LIMOEIRO DO NORTE","","Pendente"
"CALCARIO MACIEL","62115-000","Sem endereço","FORQUILHA","","Pendente"
"CALCE-BEM INDUSTRIA E COMERCIO DE CALCADOS LTDA","63047-224","Sem endereço","JUAZEIRO DO NORTE","","Pendente"
"CAMBARA","63130-150","Sem endereço","CRATO","","Pendente"
"CAMBI","63970-000","Sem endereço","IBARETAMA","","Pendente"
"CAMBUCI S/A","45601-095","Sem endereço","ITABUNA","","Pendente"
"CAMOL METÁLICA","62670-000","Sem endereço","SÃO GONÇALO DO AMARANTE","","Pendente"
"CAMPARI DO BRASIL LTDA","54500-990","Sem endereço","CABO DE SANTO AGOSTINHO","","Pendente"
"CAN PACK BRASIL","75515-490","Sem endereço","ITUMBIARA","","Pendente"
"CAN-PACK BRASIL INDUSTRIA DE EMBALAGENS LTDA.","61939-000","Sem endereço","MARACANAÚ","","Pendente"
"CANADA VEICULOS","64045-000","Sem endereço","TERESINA","","Pendente"
"CANGUS MIX","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"CANINDE PREF GABINETE DO PREFEITO","62700-000","Sem endereço","CANINDÉ","","Pendente"
"CANINDE RECAPAGEM DE PNEUS LTDA","67033-009","Sem endereço","ANANINDEUA","","Pendente"
"CANTINHO DOS CORDOES","60055-100","Sem endereço","FORTALEZA","","Pendente"
"CAOA MOTOR DO BRASIL LTDA","60175-053","Sem endereço","FORTALEZA","","Pendente"
"CAPE IGARASSU","53659-899","Sem endereço","IGARASSU","","Pendente"
"CAPITAL COMERCIO DE REFRIGERACAO LTDA","03631-000","Sem endereço","SÃO PAULO","","Pendente"
"CAPITEX INDUSTRIA TEXTIL LTDA","61939-080","Sem endereço","MARACANAÚ","","Pendente"
"CAPRICCHE S.A.","54800-000","Sem endereço","MORENO","","Pendente"
"CARAMURU CONFECCOES","63180-000","Sem endereço","BARBALHA","","Pendente"
"CARBOMIL QUIMICA S A","62930-000","Sem endereço","LIMOEIRO DO NORTE","","Pendente"
"CARFORT CARROCERIAS FORTE LTDA","60842-090","Sem endereço","FORTALEZA","","Pendente"
"CARGILL AGRICOLA","65970-000","Sem endereço","PORTO FRANCO","","Pendente"
"CARGILL AGRICOLA S A","65800-000","Sem endereço","BALSAS","","Pendente"
"CARMEHIL COMERCIAL ELETRICA","60325-003","Sem endereço","FORTALEZA","","Pendente"
"CARMEL WIND ESPORTE","61619-012","Sem endereço","CAUCAIA","","Pendente"
"CARNAUBA DO BRASIL LTDA","62590-000","Sem endereço","ITAREMA","","Pendente"
"CARPER INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS E BEBID","43850-000","Sem endereço","SÃO SEBASTIÃO DO PASSÉ","","Pendente"
"CARROCERIAS ROMA","65091-242","Sem endereço","SÃO LUÍS","","Pendente"
"CARROCERIAS VICUNHA","59865-000","Sem endereço","UMARIZAL","","Pendente"
"CARROPEL CARROCERIAS PERY","61659-800","Sem endereço","CAUCAIA","","Pendente"
"CARTON PAPER INDUSTRIA E COMERCIO DE EMBALAGENS","61603-015","Sem endereço","CAUCAIA","","Pendente"
"CARVIL CARNEIRO'+Chr(39)+'S AVICOLA LTDA","63907-040","Sem endereço","QUIXADÁ","","Pendente"
"CASA BLANCA N 4","60025-130","Sem endereço","FORTALEZA","","Pendente"
"CASA DA AUTOMACAO","65055-285","Sem endereço","SÃO LUÍS","","Pendente"
"CASA DA CONSTRUCAO","60860-012","Sem endereço","FORTALEZA","","Pendente"
"CASA DA CONSTRUCAO","60040-115","Sem endereço","FORTALEZA","","Pendente"
"CASA DO SOLDADOR LTDA","87050-260","Sem endereço","MARINGÁ","","Pendente"
"CASA FREITAS","60055-100","Sem endereço","FORTALEZA","","Pendente"
"CASA KARBAGE","60030-090","Sem endereço","FORTALEZA","","Pendente"
"CASA KARBAGE","60410-424","Sem endereço","FORTALEZA","","Pendente"
"CASA VICTOR HUGO","62850-000","Sem endereço","CASCAVEL","","Pendente"
"CASCADURA INDUSTRIAL","54518-245","Sem endereço","CABO DE SANTO AGOSTINHO","","Pendente"
"CASCAJU AGROINDUSTRIAL LTDA","62850-000","Sem endereço","CASCAVEL","","Pendente"
"CASTANHAL COMPRESSORES","68745-000","Sem endereço","CASTANHAL","","Pendente"
"CASTANHOU","60833-175","Sem endereço","FORTALEZA","","Pendente"
"CAVALCANTE CAMELO FABRICA DE CAMAS EIRELI","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"CAVALCANTE MOTO - PARTS","63360-000","Sem endereço","AURORA","","Pendente"
"CBMC EMPRESA DE MATERIAIS DE CONSTRUCAO LTDA","54590-000","Sem endereço","CABO DE SANTO AGOSTINHO","","Pendente"
"CBR - COSTA BRANCA REFINARIA DE SAL LTDA","59668-000","Sem endereço","PORTO DO MANGUE","","Pendente"
"CCO","63640-000","Sem endereço","INDEPENDÊNCIA","","Pendente"
"CCS GRAFICA","54753-200","Sem endereço","CAMARAGIBE","","Pendente"
"CCV","60192-018","Sem endereço","FORTALEZA","","Pendente"
"CE CARTON","62887-015","Sem endereço","HORIZONTE","","Pendente"
"CEARA AMENDOAS","62875-000","Sem endereço","CHOROZINHO","","Pendente"
"CEARA AUTOS EXPRESS","60861-211","Sem endereço","FORTALEZA","","Pendente"
"CEARA DIESEL S/A","60055-401","Sem endereço","FORTALEZA","","Pendente"
"CEARA INDUSTRIAL","60040-000","Sem endereço","FORTALEZA","","Pendente"
"CEARA MOTOR","60025-062","Sem endereço","FORTALEZA","","Pendente"
"CEARA MOTOR LTDA","60130-235","Sem endereço","FORTALEZA","","Pendente"
"CEARA POLIMEROS","61930-360","Sem endereço","MARACANAÚ","","Pendente"
"CEARA STEEL INDUSTRIA E COMERCIO LTDA","60873-175","Sem endereço","FORTALEZA","","Pendente"
"CEARENSE FORMULARIOS","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"CEBETEX","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"CELBRA","60420-670","Sem endereço","FORTALEZA","","Pendente"
"CELENE","61939-210","Sem endereço","MARACANAÚ","","Pendente"
"CELIA M VIEIRA (PNEUS UNIVERSO)","68795-000","Sem endereço","BENEVIDES","","Pendente"
"CELM - AQUICULTURA S/A","62800-000","Sem endereço","ARACATI","","Pendente"
"CELOG TRANSPORTES","60040-530","Sem endereço","FORTALEZA","","Pendente"
"CEMAG","60340-210","Sem endereço","FORTALEZA","","Pendente"
"CENARCOM CENTRAL DE AR COMPRIMIDO LTDA","60850-015","Sem endereço","FORTALEZA","","Pendente"
"CENTRAL MOLDES","61910-040","Sem endereço","MARACANAÚ","","Pendente"
"CENTRO AUTOMOTIVO FCO. SUDERLON","60130-830","Sem endereço","FORTALEZA","","Pendente"
"CENTRO DE FORMACAO PROFISSIONAL JOSE EUCLIDES FERREIRA","62030-230","Sem endereço","SOBRAL","","Pendente"
"CENTRO DE HEMATOLOGIA E HEMOTERAPIA DO CEARA","60020-292","Sem endereço","FORTALEZA","","Pendente"
"CENTRO DE NEURORREABILITACAO SARAH FORTALEZA","60861-630","Sem endereço","FORTALEZA","","Pendente"
"CENTRO DE ONCOLOGIA E HEMATOLOGIA DE MOSSORO LTDA","59619-218","Sem endereço","MOSSORÓ","","Pendente"
"CEPE","50100-900","Sem endereço","RECIFE","","Pendente"
"CEPEL","26053-121","Sem endereço","NOVA IGUAÇU","","Pendente"
"CEPLAL CEARA PLASTICOS","61939-190","Sem endereço","MARACANAÚ","","Pendente"
"CEPLAST","62884-785","Sem endereço","HORIZONTE","","Pendente"
"CEQUIP IMPORTACAO E COM LTDA","63133-830","Sem endereço","CRATO","","Pendente"
"CERAFLOR","61910-000","Sem endereço","MARACANAÚ","","Pendente"
"CERAMICA BRASILEIRA CERBRAS LTDA","61931-070","Sem endereço","MARACANAÚ","","Pendente"
"CERAMICA CAMPO MAIOR","64280-000","Sem endereço","CAMPO MAIOR","","Pendente"
"CERAMICA ELIZABETH RN LTDA","59173-000","Sem endereço","GOIANINHA","","Pendente"
"CERAMICA PORTO RICO LTDA - EM RECUPERACAO JUDICIAL","54520-070","Sem endereço","CABO DE SANTO AGOSTINHO","","Pendente"
"CEREALISTA MORADA NOVA","62940-000","Sem endereço","MORADA NOVA","","Pendente"
"CERVEJARIA CAPITOSA INDUSTRIA E COMERCIO DE BEBIDAS LTDA.","60831-600","Sem endereço","FORTALEZA","","Pendente"
"CETENE","50740-545","Sem endereço","RECIFE","","Pendente"
"CFP ANA AMELIA BEZERRA DE MENEZES E SOUZA","60721-340","Sem endereço","FORTALEZA","","Pendente"
"CHAVES","61931-050","Sem endereço","FORTALEZA","","Pendente"
"CHAVES E MELO LTDA - EPP","59600-315","Sem endereço","MOSSORÓ","","Pendente"
"CHEN HSONG SOUTH AMERICA IMPORTACAO, EXPORTACAO E COMERCIO D","05550-900","Sem endereço","SÃO PAULO","","Pendente"
"CHERTA","64038-030","Sem endereço","TERESINA","","Pendente"
"CHICAGO PNEUMATIC BRASIL","06460-121","Sem endereço","BARUERI","","Pendente"
"CHICAGO PNEUMATIC BRASIL LTDA","87065-005","Sem endereço","MARINGÁ","","Pendente"
"CHICAGO PNEUMATIC BRASIL LTDA","06454-040","Sem endereço","BARUERI","","Pendente"
"CHRISTUS","60140-110","Sem endereço","FORTALEZA","","Pendente"
"CHURRASCARIA COLUNA","62887-375","Sem endereço","HORIZONTE","","Pendente"
"CIA MAQUINAS E EQUIPAMENTOS COMERCIO","60730-230","Sem endereço","FORTALEZA","","Pendente"
"CIA METALIC NORDESTE","61939-000","Sem endereço","MARACANAÚ","","Pendente"
"CIASAL - COMERCIO E INDUSTRIA SALINEIRA LTDA","59675-000","Sem endereço","GROSSOS","","Pendente"
"CIBER","55299-390","Sem endereço","GARANHUNS","","Pendente"
"CIBRASA","66019-080","Sem endereço","BELÉM","","Pendente"
"CICERO DE ALMEIDA MACHADO","61800-100","Sem endereço","PACATUBA","","Pendente"
"CIMAR","65091-242","Sem endereço","SÃO LUÍS","","Pendente"
"CIMENTO ELO - SRM SOCIEDADE RIOGRANDENSE DE MOAGEM S.A","59380-000","Sem endereço","CURRAIS NOVOS","","Pendente"
"CIMENTO ZUMBI","57160-000","Sem endereço","MARECHAL DEODORO","","Pendente"
"CIMSAL COM E IND DE MOAGEM E REFINACAO STA CECILIA","59655-000","Sem endereço","AREIA BRANCA","","Pendente"
"CIOCAJU","59623-300","Sem endereço","MOSSORÓ","","Pendente"
"CIONE","60360-428","Sem endereço","FORTALEZA","","Pendente"
"CIPLAST","64025-050","Sem endereço","TERESINA","","Pendente"
"CIPROL CEARA IMPLEMENTOS RODOVIARIOS LTDA","60850-015","Sem endereço","FORTALEZA","","Pendente"
"CITY AR CONDICIONADO COMERCIO E SERVICOS LTDA","14020-180","Sem endereço","RIBEIRÃO PRETO","","Pendente"
"CIVAB COOP CENT AGROP DOS IRRIG DO V DO BANABUIU LTDA","62940-000","Sem endereço","MORADA NOVA","","Pendente"
"CLARAFINNA","60720-640","Sem endereço","FORTALEZA","","Pendente"
"CLARAGEMA","53650-200","Sem endereço","IGARASSU","","Pendente"
"CLAUDIA  POSSAS","83221-000","Sem endereço","PARANAGUÁ","","Pendente"
"CLEAN AMAZONAS LTDA.","69074-695","Sem endereço","MANAUS","","Pendente"
"CLEAN FORTAL INDUSTRIA E COMERCIO DE PLASTICOS LTDA","61939-000","Sem endereço","MARACANAÚ","","Pendente"
"CLEAN HIGIENIZACAO DE TEXTEIS LTDA","61763-820","Sem endereço","EUSÉBIO","","Pendente"
"CLEAN SYSTEM COMERCIAL LTDA","60842-140","Sem endereço","FORTALEZA","","Pendente"
"CLIMATIZAR SERVICOS DE MANUTENCAO EM AR CONDICIONADOS LTDA","60120-375","Sem endereço","FORTALEZA","","Pendente"
"CLINICA DE RADIODIAGNOSTICO DR. MARIO MARCIO LTDA","60115-220","Sem endereço","FORTALEZA","","Pendente"
"CLINICA NEW ODONTO","60740-002","Sem endereço","FORTALEZA","","Pendente"
"CLINICA PIRASSUNUNGA","13630-140","Sem endereço","PIRASSUNUNGA","","Pendente"
"CLINICA RADIOLOGICA MARIO DE ASSIS LTDA","60020-001","Sem endereço","FORTALEZA","","Pendente"
"CLINICA SORRINDO","60357-210","Sem endereço","FORTALEZA","","Pendente"
"CLINITECH - COMERCIO DE APARELHOS CLINICOS","85813-030","Sem endereço","CASCAVEL","","Pendente"
"CLINJEEP","68795-000","Sem endereço","BENEVIDES","","Pendente"
"CLPT CONSTRUTORA LTDA","59607-860","Sem endereço","MOSSORÓ","","Pendente"
"CLUB VENTOS","62598-000","Sem endereço","JIJOCA DE JERICOACOARA","","Pendente"
"CMA TERMINAL FORTALEZA","60180-410","Sem endereço","FORTALEZA","","Pendente"
"COBAP COMERCIO E BENEFICIAMENTO DE ARTEFATOS DE PAPEL S/A","61939-000","Sem endereço","MARACANAÚ","","Pendente"
"CODISMAN VEICULOS DO NORDESTE LTDA.","60810-470","Sem endereço","FORTALEZA","","Pendente"
"COFEMIL","60015-060","Sem endereço","FORTALEZA","","Pendente"
"COLLISION CENTERS SERVICOS AUTOMOTIVOS LTDA","60055-403","Sem endereço","FORTALEZA","","Pendente"
"COLMEIA","60764-020","Sem endereço","FORTALEZA","","Pendente"
"COLOR ART","61939-130","Sem endereço","MARACANAÚ","","Pendente"
"COLORTEL","60130-235","Sem endereço","FORTALEZA","","Pendente"
"COMAG","60850-665","Sem endereço","FORTALEZA","","Pendente"
"COMAGRA INDUSTRIA E COMERCIO DE MARMORE E GRANITOS LTDA","60347-285","Sem endereço","FORTALEZA","","Pendente"
"COMAQ","62940-000","Sem endereço","MORADA NOVA","","Pendente"
"COMBENSAL COMERCIO E BENEFICIAMENTO DE SAL LTDA","59600-970","Sem endereço","MOSSORÓ","","Pendente"
"COMERCIAL CAMPESTRE","60345-100","Sem endereço","FORTALEZA","","Pendente"
"COMERCIAL DE ESQUADRIA DE MADEIRA LTDA","61922-170","Sem endereço","MARACANAÚ","","Pendente"
"COMERCIAL E IMPORTADORA OMEGA LTDA","60025-100","Sem endereço","FORTALEZA","","Pendente"
"COMERCIAL FERRAGENS","61900-970","Sem endereço","MARACANAÚ","","Pendente"
"COMERCIAL IRMAOS ANDRADE","62800-000","Sem endereço","ARACATI","","Pendente"
"COMERCIAL NI","62870-000","Sem endereço","PACAJUS","","Pendente"
"COMERCIAL O NETO","60823-050","Sem endereço","FORTALEZA","","Pendente"
"COMERCIAL VALEDOURADO LTDA","57607-280","Sem endereço","PALMEIRA DOS ÍNDIOS","","Pendente"
"COMERCIAL VIEIRA COSTA LTDA","63650-000","Sem endereço","QUITERIANÓPOLIS","","Pendente"
"COMERCIO DE EQUIPAMENTOS HIDRAULICOS","60356-552","Sem endereço","FORTALEZA","","Pendente"
"COMPACTA CONSTRUCOES","60861-760","Sem endereço","FORTALEZA","","Pendente"
"COMPANHIA DE CIMENTO DA PARAIBA","58324-000","Sem endereço","PITIMBU","","Pendente"
"COMPANHIA DOCAS DO CEARA","60180-422","Sem endereço","FORTALEZA","","Pendente"
"COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO (CHESF)","64020-720","Sem endereço","TERESINA","","Pendente"
"COMPANHIA INDUSTRIAL DE CIMENTO APODI (CAUCAIA)","61680-000","Sem endereço","CAUCAIA","","Pendente"
"COMPANHIA INDUSTRIAL DE CIMENTO APODI QUIXERÉ","62920-000","Sem endereço","QUIXERÉ","","Pendente"
"COMPANHIA SULAMERICANA DE CERAMICA","61600-000","Sem endereço","CAUCAIA","","Pendente"
"COMPANHIA VALENCA INDUSTRIAL","45400-000","Sem endereço","VALENÇA","","Pendente"
"COMPANHIA VALENCA INDUSTRIAL","45400-000","Sem endereço","VALENÇA","","Pendente"
"COMPESCAL","62800-000","Sem endereço","ARACATI","","Pendente"
"COMPLEXO HOSPITALAR DA UFC (HUWC E MEAC)","60430-372","Sem endereço","FORTALEZA","","Pendente"
"COMPNEUS COMERCIAL DE PNEUS LTDA","57061-000","Sem endereço","MACEIÓ","","Pendente"
"COMPREHENSE DO BRASIL ENGENHARIA LTDA","12042-050","Sem endereço","TAUBATÉ","","Pendente"
"COMSAL - COMERCIO MOSSOROENSE DE SAL","59615-255","Sem endereço","MOSSORÓ","","Pendente"
"COMUNIDADE PALAVRA VIVA","08710-690","Sem endereço","MOGI DAS CRUZES","","Pendente"
"COMVAP","64120-000","Sem endereço","UNIÃO","","Pendente"
"CONCREMAT","60115-191","Sem endereço","FORTALEZA","","Pendente"
"CONCREQUALITY","60874-470","Sem endereço","FORTALEZA","","Pendente"
"CONEXAO BRINDES","60410-302","Sem endereço","FORTALEZA","","Pendente"
"CONEXAO BRINDES","61915-025","Sem endereço","MARACANAÚ","","Pendente"
"CONFECCOES RAVENA","60710-690","Sem endereço","FORTALEZA","","Pendente"
"CONFECÇÕES CHAMONIX","60810-110","Sem endereço","FORTALEZA","","Pendente"
"CONFERENCIA MODAS","60765-515","Sem endereço","FORTALEZA","","Pendente"
"CONPEL COMPANHIA NORDESTINA DE PAPEL EM RECUPERACAO JUDICIAL","58322-000","Sem endereço","CONDE","","Pendente"
"CONPLAST","61626-180","Sem endereço","CAUCAIA","","Pendente"
"CONSORCIO AGUAS DO SERTAO","60115-281","Sem endereço","FORTALEZA","","Pendente"
"CONSORCIO ALUMAR","65095-603","Sem endereço","SÃO LUÍS","","Pendente"
"CONSORCIO CG - SOLAR","60060-100","Sem endereço","FORTALEZA","","Pendente"
"CONSORCIO FG RAMAL DO AGRESTE","56509-832","Sem endereço","ARCOVERDE","","Pendente"
"CONSORCIO FTS (LINHA LESTE)","60150-165","Sem endereço","FORTALEZA","","Pendente"
"CONSORCIO TELLES ENERGIAS RENOVAVEIS","60844-215","Sem endereço","FORTALEZA","","Pendente"
"CONSTRUART LTDA","64860-000","Sem endereço","URUÇUÍ","","Pendente"
"CONSTRULOC","61939-090","Sem endereço","MARACANAÚ","","Pendente"
"CONSTRUTORA RLIMA","60325-670","Sem endereço","FORTALEZA","","Pendente"
"CONTERP","49770-000","Sem endereço","MARUIM","","Pendente"
"CONTERRANEA VEICULOS PESADOS LTDA","60842-395","Sem endereço","FORTALEZA","","Pendente"
"COOPAIBA","49160-000","Sem endereço","NOSSA SENHORA DO SOCORRO","","Pendente"
"COOPERSHOES","62940-000","Sem endereço","MORADA NOVA","","Pendente"
"COPA ENERGIA","65085-582","Sem endereço","SÃO LUÍS","","Pendente"
"COPEL","81200-240","Sem endereço","CURITIBA","","Pendente"
"COPIADORA CENTRAL","60533-600","Sem endereço","FORTALEZA","","Pendente"
"COPRA","57081-285","Sem endereço","MACEIÓ","","Pendente"
"COPY ART","61611-010","Sem endereço","CAUCAIA","","Pendente"
"CORBA","63507-683","Sem endereço","IGUATU","","Pendente"
"CORDEIRO GUINDASTES","60175-350","Sem endereço","FORTALEZA","","Pendente"
"CORDEIRO MOVEIS","61605-600","Sem endereço","CAUCAIA","","Pendente"
"CORDEIRO MOVEIS","61635-365","Sem endereço","CAUCAIA","","Pendente"
"CORTEZ ENGENHARIA LTDA.","60125-001","Sem endereço","FORTALEZA","","Pendente"
"COSIBRA - SISAL DO BRASIL LTDA","58303-970","Sem endereço","SANTA RITA","","Pendente"
"COSTA QUIMICA","61917-310","Sem endereço","MARACANAÚ","","Pendente"
"COTECE","61939-080","Sem endereço","MARACANAÚ","","Pendente"
"COUTEC COMERCIAL","21510-005","Sem endereço","RIO DE JANEIRO","","Pendente"
"CPPF COMERCIO DE PECAS","60823-000","Sem endereço","FORTALEZA","","Pendente"
"CR MEDICAL","49055-610","Sem endereço","ARACAJU","","Pendente"
"CRA COMERCIO LTDA","60851-120","Sem endereço","FORTALEZA","","Pendente"
"CRAM REPRESENTACOES","53439-310","Sem endereço","PAULISTA","","Pendente"
"CRASA","60035-111","Sem endereço","FORTALEZA","","Pendente"
"CRIACOES DAKOTA LTDA","95150-000","Sem endereço","NOVA PETRÓPOLIS","","Pendente"
"CRISTAIS D AGUA","60720-640","Sem endereço","FORTALEZA","","Pendente"
"CRISTALINA AGUA MINERAL","61700-000","Sem endereço","AQUIRAZ","","Pendente"
"CROWN EMBALAGENS METALICAS DA AMAZONIA S/A","64012-775","Sem endereço","TERESINA","","Pendente"
"CROWN MANAUS","69075-130","Sem endereço","MANAUS","","Pendente"
"CRUSOE FOODS INDUSTRIA, IMPORTACAO E EXPORTACAO LTDA","62670-000","Sem endereço","SÃO GONÇALO DO AMARANTE","","Pendente"
"CTR CANDEIAS","54350-100","Sem endereço","JABOATÃO DOS GUARARAPES","","Pendente"
"CUPULA","60060-440","Sem endereço","FORTALEZA","","Pendente"
"CURTUME COBRASIL LTDA","64218-295","Sem endereço","PARNAÍBA","","Pendente"
"CVRD - AREA OPERACIONAL DE PELOTIZACAO","65085-582","Sem endereço","SÃO LUÍS","","Pendente"
"Camol","60055-170","Sem endereço","FORTALEZA","","Pendente"
"Cromoplast","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"D & M INDUSTRIA METALURGICA","61916-210","Sem endereço","MARACANAÚ","","Pendente"
"D 8 PAVIMENTACAO E CONSTRUCAO LTDA","60165-121","Sem endereço","FORTALEZA","","Pendente"
"D FABRICA, COMERCIO DE MAQUINAS LTDA","63031-185","Sem endereço","JUAZEIRO DO NORTE","","Pendente"
"D N B","40210-750","Sem endereço","SALVADOR","","Pendente"
"D R LING","61936-450","Sem endereço","MARACANAÚ","","Pendente"
"D&J COMERCIO E SERVICOS","60865-240","Sem endereço","FORTALEZA","","Pendente"
"D' VERA-INDUSTRIA COMERCIO E SERVICOS DE EMBALAGENS LTDA","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"D.C.C. - TELEFONIA E ACESSORIOS LTDA","60821-750","Sem endereço","FORTALEZA","","Pendente"
"DAFONTE RENOVADORA DE PNEUS LTDA (EUSÉBIO)","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"DAFONTE RENOVADORA DE PNEUS LTDA (NORMANDO)","59607-452","Sem endereço","MOSSORÓ","","Pendente"
"DAKOTA NORDESTE S/A","62900-000","Sem endereço","RUSSAS","","Pendente"
"DAKOTA NORDESTE S/A","61940-000","Sem endereço","MARANGUAPE","","Pendente"
"DANONE LTDA","61939-160","Sem endereço","MARACANAÚ","","Pendente"
"DEDETIZADORA SANTANA","88302-410","Sem endereço","ITAJAÍ","","Pendente"
"DEL RAYSSA","59330-000","Sem endereço","JUCURUTU","","Pendente"
"DELF SOLUCOES INDUSTRIAIS","13456-165","Sem endereço","SANTA BÁRBARA D'OESTE","","Pendente"
"DELFA INDUSTRIA E COM.DE ACESSORIOS DO VESTUARIO LTDA","61939-000","Sem endereço","MARACANAÚ","","Pendente"
"DELICIA MINEIRA E GOSTO MINEIRO","60864-012","Sem endereço","FORTALEZA","","Pendente"
"DELRIO REFRIGERANTES LTDA","62016-405","Sem endereço","SOBRAL","","Pendente"
"DELTA","67020-971","Sem endereço","ANANINDEUA","","Pendente"
"DELTA COMERCIO DE MOVEIS LTDA","61939-080","Sem endereço","MARACANAÚ","","Pendente"
"DELTA Cabos","54503-010","Sem endereço","CABO DE SANTO AGOSTINHO","","Pendente"
"DELTA INDUSTRIA E COMERCIO DE GIZ LTDA","62860-000","Sem endereço","PINDORETAMA","","Pendente"
